"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"126","PstI.TP841498","CmN",7723,5,69228848,0.000237943315258647,0.104838709677419,114,NA,NA,0.0342015662590911,NA,0.0342015662590911,"C124+2560","CMLM+SUPER","PS_Y","GAPIT","0.352815475333403"
"127","PstI.TP869093","CmN",7725,1,11187262,0.000249409645866502,0.221774193548387,114,NA,NA,0.0342015662590911,NA,0.0342015662590911,"C124+2560","CMLM+SUPER","PS_Y","GAPIT","1.70360171238751"
"128","PstI.TP890801","GS",7733,2,72613106,0.0000212875327490027,0.0806451612903226,114,NA,NA,0.00545292419586709,NA,0.00545292419586709,"C124+2560","CMLM+SUPER","PS_Y","GAPIT","1.10533200058398"
"129","PstI.TP923354","GS",7746,5,13005905,0.000446875641598826,0.185483870967742,114,NA,NA,0.0418092582595836,NA,0.0418092582595837,"C124+2560","CMLM+SUPER","PS_Y","GAPIT","0.0220372344703117"
"130","PstI.TP930653","GS",7740,9,56906789,0.000174628443642328,0.165322580645161,114,NA,NA,0.0257180071545974,NA,0.0257180071545974,"C124+2560","CMLM+SUPER","PS_Y","GAPIT","4.29015593326104"
"131","PstI.TP974726","GS",7741,1,9504539,0.000214290088288654,0.0766129032258065,114,NA,NA,0.0289291619189683,NA,0.0289291619189683,"C124+2560","CMLM+SUPER","PS_Y","GAPIT","16.7298344087333"
"132","PstI.TP991040","GS",7744,8,1163254,0.000292159008817668,0.0766129032258065,114,NA,NA,0.0315531729523081,NA,0.0315531729523081,"C124+2560","CMLM+SUPER","PS_Y","GAPIT","0.0674807695675299"
"133","PstI.TP993272","GS",7751,2,58286678,0.000677226839524821,0.451612903225806,114,NA,NA,0.049868521819555,NA,0.049868521819555,"C124+2560","CMLM+SUPER","PS_Y","GAPIT","38.266570910461"
"134","PstI.TP166492","OWA19",7907,6,2200069,0.0000397254827994171,0.118852459016393,112,NA,NA,0.0220211592984769,NA,0.0220211592984769,"O122+2646","CMLM+SUPER","PS_Y","GAPIT","7.2979746250269"
"135","PstI.TP268085","OWA19",7906,2,64265265,0.0000231378818338308,0.0532786885245902,112,NA,NA,0.0192391487448303,NA,0.0192391487448303,"O122+2646","CMLM+SUPER","PS_Y","GAPIT","15.3505933860243"
"136","PstI.TP459121","OWA19",7905,1,78162835,0.000000401205044677376,0.069672131147541,112,NA,NA,0.000667203989298477,NA,0.000667203989298476,"O122+2646","CMLM+SUPER","PS_Y","GAPIT","19.1895670866143"
"137","PstI.TP459121","OWA19",7903,1,78162835,0.0000195011791225914,0.0714285714285714,102,NA,NA,0.0424735681290041,NA,0.0424735681290041,"O112+3450","CMLM+SUPER","PS_Y","GAPIT","23.9756637603247"
"138","GFSSContig10391_197","GS",2055,1,70404542,0.0000846531974132151,0.184838400872558,114,NA,NA,0.0172154417126999,NA,0.0172154417126999,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.17765953492218"
"139","GFSSContig11377_769","GHW_1",1692,1,1481480,0.000790507052051946,0.268456242194889,106,NA,NA,0.0413935369331951,NA,0.0413935369331951,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.35883755581846"
"140","GFSSContig11619_923","GHW_1",1811,2,63686436,0.00116396067720067,0.371143507796425,106,NA,NA,0.0492335733004431,NA,0.0492335733004429,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.25775835120266"
"141","GFSSContig11785_150","Lg",2468,2,2791621,0.00000788790546622084,0.145184509133343,114,NA,NA,0.0029788524865971,NA,0.0029788524865971,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00581584832439808"
"142","GFSSContig15044_1090","FM_50",443,4,7164817,0.000168920163262651,0.186274509803922,106,NA,NA,0.0414440249939815,NA,0.0414440249939815,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.412049036539057"
"143","GFSSContig15563_263","GS",1980,9,58912474,0.00000384941160395356,0.130205497849184,114,NA,NA,0.0018701011855207,NA,0.0018701011855207,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.13678288021713"
"144","GFSSContig16256_300","FM_50",412,3,5453936,0.0000941015711300259,0.149641220270759,106,NA,NA,0.0320505888100586,NA,0.0320505888100586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.35819168166516"
"145","GFSSContig16256_300","fprinGW",2981,3,5453936,0.000227619085181075,0.149641220270759,106,NA,NA,0.0487454711452695,NA,0.0487454711452695,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.60931210731167"
"146","GFSSContig16256_300","FW_1",517,3,5453936,0.0000837214067937048,0.149641220270759,106,NA,NA,0.0482290625648043,NA,0.0482290625648043,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.17793353496318"
"147","GFSSContig16256_300","GFW_50",1014,3,5453936,0.0000116315596138532,0.149641220270759,106,NA,NA,0.0128644982527075,NA,0.0128644982527074,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.86008175740075"
"148","GFSSContig16256_300","GHW_1",1281,3,5453936,0.0000659170055930994,0.149641220270759,106,NA,NA,0.0192140747192152,NA,0.0192140747192152,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.89215299752244"
"149","GFSSContig16256_300","HM_1",2249,3,5453936,0.0000583872534152276,0.149641220270759,106,NA,NA,0.0373592977096361,NA,0.0373592977096361,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.83360305548695"
"150","GFSSContig16952_694","GHW_1",1665,5,21260380,0.000716806516037191,0.423716359351172,106,NA,NA,0.039660074217519,NA,0.039660074217519,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.6807765526329"
"151","GFSSContig17419_591","fprinGW",2998,10,59706968,0.000260468487618455,0.427291044699774,106,NA,NA,0.0494831327664948,NA,0.0494831327664947,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.35848104133054"
"152","GFSSContig17419_591","GFW_1",833,10,59706968,0.000165894499874071,0.427291044699774,106,NA,NA,0.0265219397469284,NA,0.0265219397469284,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.60942629014701"
"153","GFSSContig18315_975","CmN",77,9,53976945,0.00000742251755708619,0.20238014140637,114,NA,NA,0.00748932021509997,NA,0.00748932021509997,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.00805533324708"
"154","GFSSContig18315_975","GHW_1",1525,9,53976945,0.000416939380784286,0.20238014140637,106,NA,NA,0.0325751678200312,NA,0.0325751678200312,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.031534862503971"
"155","GFSSContig19146_697","GHW_1",1628,2,70229911,0.000618210900042587,0.20399777975121,106,NA,NA,0.0370796477893245,NA,0.0370796477893245,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.510024196314491"
"156","GFSSContig19333_2734","FD_50",218,4,3228803,0.0000520639534416898,0.499991152750377,106,NA,NA,0.0426906762218415,NA,0.0426906762218415,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.013221321054012"
"157","GFSSContig19333_2734","fprind",3161,4,3228803,0.0000501153066659903,0.499991152750377,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0275005553045942"
"158","GFSSContig19333_2734","GFW_1",774,4,3228803,0.0000604637466756651,0.499991152750377,106,NA,NA,0.0147932736898703,NA,0.0147932736898703,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00131757732936973"
"159","GFSSContig20060_2192","GS",1954,3,14318717,0.000000415710633959559,0.103273357150621,114,NA,NA,0.000389491170403395,NA,0.000389491170403395,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.21206369983569"
"160","GFSSContig4757_256","GFW_1",802,7,64751316,0.0000887424314644153,0.124091537799683,106,NA,NA,0.0175042777972742,NA,0.0175042777972742,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.050630534901336"
"161","GFSSContig4757_256","GFW_50",1123,7,64751316,0.00016644810741287,0.124091537799683,106,NA,NA,0.0330803003777973,NA,0.0330803003777972,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.100496222866912"
"162","GFSSContig4757_256","GHW_1",1332,7,64751316,0.000111641367454804,0.124091537799683,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0011192066475803"
"163","GFSSContig4757_256","HM_1",2231,7,64751316,0.0000367098843238571,0.124091537799683,106,NA,NA,0.0371388179148359,NA,0.0371388179148359,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0169109050422896"
"164","GFSSContig4787_601","FM_1",293,1,20799071,0.0000929333145553092,0.0703020841753311,106,NA,NA,0.0424032991579806,NA,0.0424032991579805,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.70109371626343"
"165","GFSSContig5557_72","GS",1947,3,63136908,0.0000000474028833398378,0.279587432291963,114,NA,NA,0.0000592174876922527,NA,0.0000592174876922526,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.165849166769256"
"166","NsiI.TP1005","GFW_50",1158,8,58192884,0.000287034979038169,0.113597177005257,106,NA,NA,0.0450902732939361,NA,0.0450902732939361,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.2673761235084"
"167","NsiI.TP101356","Lg",2554,11,10217,0.0000980732515853133,0.103838269106783,114,NA,NA,0.0165990560134781,NA,0.0165990560134781,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0745765547582985"
"168","NsiI.TP101439","FD_50",228,3,50050903,0.0000658380619014202,0.31489193644369,106,NA,NA,0.0426906762218415,NA,0.0426906762218415,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.83180379036264"
"169","NsiI.TP101439","GFW_1",856,3,50050903,0.000203245296316256,0.31489193644369,106,NA,NA,0.0284407302999752,NA,0.0284407302999751,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.51863661124269"
"170","NsiI.TP101439","GFW_50",1088,3,50050903,0.0000839860467517545,0.31489193644369,106,NA,NA,0.022497867035813,NA,0.022497867035813,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.75621675231615"
"171","NsiI.TP101439","GHW_1",1486,3,50050903,0.000343133941304756,0.31489193644369,106,NA,NA,0.0304790656511132,NA,0.0304790656511132,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.49973977163108"
"172","NsiI.TP10202","GS",2104,11,9233,0.000239660752648431,0.166883498840421,114,NA,NA,0.0353216864324659,NA,0.0353216864324659,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0452718405759196"
"173","NsiI.TP106121","GHW_1",1428,11,10257,0.00023181930032637,0.298392514032535,106,NA,NA,0.0255753652183322,NA,0.0255753652183321,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.46805362550765"
"174","NsiI.TP107770","Lg",2690,11,10275,0.000382183307998214,0.0849464923925581,114,NA,NA,0.0344542848866844,NA,0.0344542848866843,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.975355016159654"
"175","NsiI.TP109633","FD_1",163,11,10288,0.0000365896359184323,0.288415887001989,106,NA,NA,0.0274255002481187,NA,0.0274255002481187,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0700904533727224"
"176","NsiI.TP109633","FD_50",209,11,10288,0.0000419056850325967,0.288415887001989,106,NA,NA,0.0426906762218415,NA,0.0426906762218415,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.023200628307371"
"177","NsiI.TP109633","FM_1",331,11,10288,0.000176458774753203,0.288415887001989,106,NA,NA,0.0480205450872471,NA,0.048020545087247,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0847137032727903"
"178","NsiI.TP109633","FM_50",380,11,10288,0.0000404430318630901,0.288415887001989,106,NA,NA,0.023880607315188,NA,0.023880607315188,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0235708682096856"
"179","NsiI.TP109633","fprind",3156,11,10288,0.0000384719002856775,0.288415887001989,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0109700207559432"
"180","NsiI.TP109633","fprinGW",2889,11,10288,0.0000134592174739472,0.288415887001989,106,NA,NA,0.0121623453746947,NA,0.0121623453746946,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0110467521495315"
"181","NsiI.TP109633","fprinW",3024,11,10288,0.00000891641979942197,0.288415887001989,106,NA,NA,0.0104345249094984,NA,0.0104345249094984,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0151643098329642"
"182","NsiI.TP109633","FW_1",523,11,10288,0.0000875752675904381,0.288415887001989,106,NA,NA,0.0482290625648043,NA,0.0482290625648043,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0775914692862759"
"183","NsiI.TP109633","FW_50",552,11,10288,0.00000990702106498242,0.288415887001989,106,NA,NA,0.0110225220182108,NA,0.0110225220182107,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0230022785657066"
"184","NsiI.TP109633","GFW_1",706,11,10288,0.00000878869193214822,0.288415887001989,106,NA,NA,0.00623142011210747,NA,0.00623142011210747,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0787405373730516"
"185","NsiI.TP109633","GFW_50",1119,11,10288,0.000160499244127728,0.288415887001989,106,NA,NA,0.0328657997628434,NA,0.0328657997628433,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0399426854977741"
"186","NsiI.TP109633","GHW_1",1602,11,10288,0.000573220675031673,0.288415887001989,106,NA,NA,0.0365884943765959,NA,0.0365884943765959,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0880809288083488"
"187","NsiI.TP109633","GHW_50",1859,11,10288,0.000044806833784682,0.288415887001989,106,NA,NA,0.0293865619376837,NA,0.0293865619376837,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0000143396965353126"
"188","NsiI.TP109633","HD_1",2159,11,10288,0.0000266882196094474,0.288415887001989,106,NA,NA,0.0259310649346016,NA,0.0259310649346016,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.044336705661202"
"189","NsiI.TP109633","HD_50",2195,11,10288,0.000000545698196903491,0.288415887001989,106,NA,NA,0.0053138470567363,NA,0.0053138470567363,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0000124186418670665"
"190","NsiI.TP109633","HM_1",2219,11,10288,0.000018640307533789,0.288415887001989,106,NA,NA,0.0371388179148359,NA,0.0371388179148359,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0792134533801127"
"191","NsiI.TP109633","HW_50",2382,11,10288,0.0000464132223450642,0.288415887001989,106,NA,NA,0.0484912347291467,NA,0.0484912347291467,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00276924349587466"
"192","NsiI.TP110016","fprinW",3126,11,10292,0.000225021148644733,0.210599577957993,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.88345451176336"
"193","NsiI.TP110016","FW_50",653,11,10292,0.000219976465607011,0.210599577957993,106,NA,NA,0.0459021065629339,NA,0.0459021065629338,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.84860230782739"
"194","NsiI.TP110016","GFW_1",809,11,10292,0.000099354544110435,0.210599577957993,106,NA,NA,0.0186176222156654,NA,0.0186176222156654,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.82847115700164"
"195","NsiI.TP110016","GFW_50",1129,11,10292,0.000187218787438364,0.210599577957993,106,NA,NA,0.0349917038265958,NA,0.0349917038265958,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.59682388384663"
"196","NsiI.TP111245","FD_50",205,11,10315,0.0000266924211085998,0.170352783793883,106,NA,NA,0.0415873522873002,NA,0.0415873522873002,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.87957347839503"
"197","NsiI.TP111245","FM_50",457,11,10315,0.000197929482610926,0.170352783793883,106,NA,NA,0.0425637969786106,NA,0.0425637969786106,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.49682044255986"
"198","NsiI.TP111245","fprind",3149,11,10315,0.000023752854978507,0.170352783793883,106,NA,NA,0.0445094569647252,NA,0.0445094569647252,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.73329446815857"
"199","NsiI.TP111245","fprinGW",2942,11,10315,0.0000934698913251334,0.170352783793883,106,NA,NA,0.0299365536740737,NA,0.0299365536740736,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.58937968887236"
"200","NsiI.TP111245","fprinW",3078,11,10315,0.000085964361263227,0.170352783793883,106,NA,NA,0.029673540176046,NA,0.029673540176046,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.83821709960571"
"201","NsiI.TP111245","FW_1",509,11,10315,0.0000555865387230871,0.170352783793883,106,NA,NA,0.0441896138442869,NA,0.0441896138442869,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.44573144865064"
"202","NsiI.TP111245","FW_50",606,11,10315,0.0000829920202478459,0.170352783793883,106,NA,NA,0.0282535448048187,NA,0.0282535448048187,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.9183091627147"
"203","NsiI.TP111245","GFW_1",688,11,10315,0.00000238856741206016,0.170352783793883,106,NA,NA,0.00329798302568349,NA,0.00329798302568349,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.10408139254465"
"204","NsiI.TP111245","GFW_50",1138,11,10315,0.000208927025781637,0.170352783793883,106,NA,NA,0.0372856571044589,NA,0.0372856571044589,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.57825440854409"
"205","NsiI.TP111245","GHW_1",1269,11,10315,0.0000549768513047939,0.170352783793883,106,NA,NA,0.0184625356462537,NA,0.0184625356462537,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.83830864289535"
"206","NsiI.TP112574","Lg",2427,11,10334,0.000000483320275946018,0.0909720158845924,114,NA,NA,0.000447207027039446,NA,0.000447207027039446,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.29302539308127"
"207","NsiI.TP115118","GHW_1",1320,11,10361,0.000101433192483691,0.115931161946251,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.43415210721995"
"208","NsiI.TP115613","Lg",2749,11,10368,0.000619888280579716,0.0504297290990978,114,NA,NA,0.0464632832935093,NA,0.0464632832935093,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.745193711809023"
"209","NsiI.TP115990","FM_1",307,11,10376,0.000122297841061699,0.33903831114242,106,NA,NA,0.0428578309197612,NA,0.0428578309197613,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0733226332771138"
"210","NsiI.TP115990","GHW_1",1222,11,10376,0.0000188535087196643,0.33903831114242,106,NA,NA,0.014928679400483,NA,0.014928679400483,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0724428648805169"
"211","NsiI.TP118239","GS",2012,9,18428819,0.0000164763610544995,0.0663855081858926,114,NA,NA,0.00502028850274759,NA,0.00502028850274757,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.50036797482901"
"212","NsiI.TP118239","Lg",2553,9,18428819,0.0000979353741555748,0.0663855081858926,114,NA,NA,0.0165990560134781,NA,0.0165990560134781,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.146573647281839"
"213","NsiI.TP119411","GHW_1",1793,11,10406,0.00109263959443088,0.324008172002043,106,NA,NA,0.0476151281068099,NA,0.0476151281068101,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0952687635464795"
"214","NsiI.TP119595","HM_1",2252,1,61467903,0.0000716461266452071,0.152400132958397,106,NA,NA,0.0415817318892762,NA,0.0415817318892762,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.45136474476545"
"215","NsiI.TP120901","FM_50",444,4,67265395,0.000170021064754738,0.205408358211962,106,NA,NA,0.0414440249939815,NA,0.0414440249939815,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.4188064118916"
"216","NsiI.TP120901","GFW_50",1071,4,67265395,0.0000652583364209065,0.205408358211962,106,NA,NA,0.0211941457343041,NA,0.0211941457343041,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.90056470948256"
"217","NsiI.TP120901","GHW_1",1445,4,67265395,0.000255230793848479,0.205408358211962,106,NA,NA,0.0263611206528386,NA,0.0263611206528386,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.50104595458181"
"218","NsiI.TP122100","CmN",53,11,10465,0.0000000215602977150404,0.13244964990062,114,NA,NA,0.000251184088665184,NA,0.000251184088665184,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00195143438500308"
"219","NsiI.TP123090","Lg",2662,11,10476,0.000322310618573935,0.082478330605729,114,NA,NA,0.032095137190013,NA,0.032095137190013,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.420036304794995"
"220","NsiI.TP123206","Lg",2617,11,10479,0.000207023370047719,0.129560620030869,114,NA,NA,0.0249130783937241,NA,0.0249130783937241,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.12556844537343"
"221","NsiI.TP123778","FD_50",193,1,60586278,0.00000343114302958804,0.469758302310189,106,NA,NA,0.0225031515595532,NA,0.0225031515595532,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.44196579303678"
"222","NsiI.TP123778","FM_1",269,1,60586278,0.0000560592608234052,0.469758302310189,106,NA,NA,0.0420354037337202,NA,0.0420354037337202,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.76172884852384"
"223","NsiI.TP123778","fprind",3139,1,60586278,0.00000416557211348119,0.469758302310189,106,NA,NA,0.025427443323104,NA,0.0254274433231039,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.3253234878005"
"224","NsiI.TP123778","fprinGW",3001,1,60586278,0.000265458436942898,0.469758302310189,106,NA,NA,0.0494831327664948,NA,0.0494831327664947,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.23431488259723"
"225","NsiI.TP123778","fprinW",3083,1,60586278,0.000100328695746746,0.469758302310189,106,NA,NA,0.0324941111632116,NA,0.0324941111632115,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.33043780372032"
"226","NsiI.TP123778","FW_1",518,1,60586278,0.0000837358470220346,0.469758302310189,106,NA,NA,0.0482290625648043,NA,0.0482290625648043,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.53039771376334"
"227","NsiI.TP123778","FW_50",599,1,60586278,0.0000708880391398619,0.469758302310189,106,NA,NA,0.0262673178986217,NA,0.0262673178986217,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.43912418598757"
"228","NsiI.TP123778","GFW_1",835,1,60586278,0.000170485338782376,0.469758302310189,106,NA,NA,0.0265219397469284,NA,0.0265219397469284,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.46407276162451"
"229","NsiI.TP123778","GFW_50",1019,1,60586278,0.0000163795784038045,0.469758302310189,106,NA,NA,0.0143124430713135,NA,0.0143124430713136,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.41856941844987"
"230","NsiI.TP123778","GHW_1",1247,1,60586278,0.0000388427438463449,0.469758302310189,106,NA,NA,0.0173992289077797,NA,0.0173992289077797,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.84481796936249"
